Rk,Player,Pos,Age,Tm,G▼,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
393,Luka Garza,C,23,DET,32,389,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,,0.5,0.2,0.8,0.093,,-0.5,-2,-2.5,-0.1
394,Day'Ron Sharpe,PF,20,BRK,32,391,20.7,0.593,0.047,0.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,,0.8,0.5,1.2,0.152,,-0.3,-2.5,-2.8,-0.1
395,Keifer Sykes,PG,28,IND,32,566,5.9,0.456,0.474,0.089,1.5,7.4,4.4,14.9,1,0.6,14.3,17.4,,-0.5,0.1,-0.5,-0.04,,-4.4,-2.5,-6.9,-0.7
396,Klay Thompson,SG,31,GSW,32,941,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,,0.6,1.2,1.8,0.091,,2.6,-1.6,1.1,0.7
397,Keljin Blevins,SF,26,POR,31,349,4.8,0.41,0.649,0.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,,-0.6,0.1,-0.5,-0.066,,-5.6,-2.9,-8.5,-0.6
398,James Bouknight,SG,21,CHO,31,304,10.1,0.459,0.348,0.22,7.6,10.6,9.1,11.9,1.1,0.3,8.8,23.7,,-0.1,0.1,0,0.001,,-3.4,-3.7,-7.1,-0.4
399,Ed Davis,C,32,CLE,31,201,9.3,0.632,0,0.875,7.9,26.9,17.6,4.5,0.7,4,18.4,6,,0.2,0.3,0.5,0.126,,-4.2,2.5,-1.8,0
400,Paul George,SF,31,LAC,31,1077,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3,1,15.2,33.7,,-0.6,1.9,1.3,0.057,,1.7,1.9,3.6,1.5
401,Markus Howard,SG,22,DEN,31,176,16.1,0.567,0.693,0.228,1.3,6.1,3.8,6.2,2.5,0,5.9,29.4,,0.1,0.2,0.3,0.082,,0.8,-2,-1.2,0
402,Andre Iguodala,SF,38,GSW,31,603,12.3,0.478,0.612,0.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,,0.5,1.1,1.6,0.125,,-0.9,3.7,2.7,0.7
403,Terence Davis,SG,24,SAC,30,536,14.6,0.543,0.558,0.165,2.2,17,9.5,11.9,2.2,1.8,10.3,25.6,,0,0.5,0.5,0.044,,-0.6,-0.4,-0.9,0.2
404,Bruno Fernando,C,23,TOT,30,152,21.2,0.671,0.036,0.436,13,26.6,19.8,7.5,0.3,6.5,17.6,22.4,,0.2,0.2,0.4,0.14,,-0.4,0.2,-0.1,0.1
405,Kevin Knox,SF,22,TOT,30,222,10.9,0.491,0.635,0.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20,,0.1,0.2,0.2,0.047,,-1.9,-2.2,-4.1,-0.1
406,Vit Krejci,SG,21,OKC,30,690,8.5,0.529,0.587,0.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,,0.1,0.5,0.6,0.042,,-4.3,-1,-5.3,-0.6
407,Kelan Martin,SF,26,TOT,30,450,9.4,0.484,0.439,0.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,,-0.1,0.2,0,0.005,,-2.6,-1,-3.6,-0.2
408,Semi Ojeleye,PF,27,TOT,30,406,6.7,0.438,0.505,0.293,7.2,12,9.7,2.9,0.8,1.4,7.5,12.8,,-0.1,0.3,0.2,0.029,,-4.1,-1.6,-5.8,-0.4
409,Kyrie Irving,PG,29,BRK,29,1091,21.4,0.592,0.388,0.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,,2.4,0.9,3.3,0.147,,4.2,-1.2,3,1.4
410,Damian Lillard,PG,31,POR,29,1056,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34,0.8,1,11.6,29.3,,1.7,0.1,1.7,0.079,,4,-2.7,1.3,0.9
411,Joe Wieskamp,SG,22,SAS,29,205,7.1,0.494,0.768,0.232,2,5.2,3.6,5.5,0.9,1.2,3.1,13.1,,0.1,0.1,0.1,0.035,,-2.9,-1.1,-3.9,-0.1
412,Zach Collins,PF,24,SAS,28,502,16.4,0.594,0.265,0.419,9.5,22.5,16,16.3,1.2,3.8,19.7,19.2,,0.6,0.7,1.2,0.118,,-1.2,1,-0.2,0.2
413,Skylar Mays,SG,24,ATL,28,220,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0,12.8,15.5,,0.2,0.1,0.3,0.061,,-1.2,-0.8,-2,0
414,Thomas Bryant,C,24,WAS,27,439,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,,0.7,0.4,1.1,0.118,,-0.4,-0.7,-1,0.1
415,T.J. McConnell,PG,29,IND,27,652,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,,1,0.4,1.3,0.098,,-0.4,1.4,0.9,0.5
416,Cody Zeller,C,29,POR,27,355,17.2,0.627,0.044,0.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,,0.9,0.2,1.1,0.143,,-1.2,-1,-2.2,0
417,Wenyen Gabriel,PF,24,TOT,26,358,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,,0.4,0.3,0.7,0.09,,-3.7,-2.1,-5.9,-0.4
418,Sam Hauser,SF,24,BOS,26,158,14.8,0.65,0.88,0,3.5,16,9.9,9.1,0.3,1.2,3.8,14.5,,0.4,0.2,0.6,0.171,,2.7,-0.3,2.3,0.2
419,Derrick Rose,PG,33,NYK,26,636,16.9,0.541,0.336,0.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,,0.8,0.7,1.4,0.108,,2.3,0,2.3,0.7
420,Nerlens Noel,C,27,NYK,25,562,11.8,0.581,0.05,0.5,9,18.1,13.5,5.7,2.7,5.4,21.5,7.3,,0.4,1,1.5,0.128,,-3.1,3.3,0.3,0.3
421,Justin Robinson,PG,24,TOT,25,304,3.6,0.404,0.656,0.086,1.4,6,3.7,14,1.4,0.3,15,16,,-0.5,0.2,-0.3,-0.055,,-6.4,-1.3,-7.6,-0.4
422,Lindy Waters III,SG,24,OKC,25,465,13,0.562,0.834,0.029,1.3,15,8.1,8.1,2,1.6,5.8,17.5,,0.3,0.5,0.8,0.081,,-0.8,-0.8,-1.6,0.1
423,Trevor Ariza,SF,36,LAL,24,462,7,0.449,0.747,0.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11,,-0.2,0.4,0.2,0.02,,-3.3,-0.2,-3.4,-0.2
424,Usman Garuba,PF,19,HOU,24,239,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2,4.1,11.3,9.4,,0.2,0.3,0.5,0.105,,-1.8,0.9,-0.9,0.1
425,Kira Lewis Jr.,PG,20,NOP,24,341,9.8,0.466,0.397,0.082,2.9,10,6.3,21.7,1.6,0.3,14.7,22.3,,-0.3,0.2,-0.1,-0.017,,-2.8,-1.2,-4,-0.2
426,Daishen Nix,SG,19,HOU,24,261,8.1,0.48,0.388,0.448,2.9,11,6.9,21.5,2.7,0,24.5,17.3,,-0.3,0.1,-0.2,-0.033,,-5.4,-1,-6.4,-0.3
427,Kevin Pangos,PG,29,CLE,24,166,6.5,0.408,0.565,0.087,1.4,5.9,3.7,24.6,0.9,0,12.8,14.6,,-0.1,0.1,0.1,0.016,,-4.7,-1.4,-6.1,-0.2
428,Denzel Valentine,SG,28,TOT,24,222,8.1,0.523,0.712,0,4.6,16.1,10.4,7,1.8,0,15.4,15.5,,-0.1,0.3,0.2,0.039,,-3.1,0.4,-2.7,0
429,Brandon Williams,PG,22,POR,24,640,11,0.476,0.376,0.344,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9,,-0.7,0.2,-0.5,-0.037,,-2.6,-3.1,-5.7,-0.6
430,Charles Bassey,PF,21,PHI,23,168,21.5,0.66,0.085,0.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,,0.4,0.3,0.8,0.22,,-0.3,2.2,1.9,0.2
431,Alize Johnson,PF,25,TOT,23,167,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0,21.3,14.8,,0,0.1,0.1,0.041,,-3.6,-1.8,-5.5,-0.1
432,Boban Marjanović,C,33,DAL,23,128,18.5,0.615,0.057,0.314,6.9,27,16.9,4.8,0,2.1,15.8,33.3,,-0.1,0.2,0.1,0.045,,-3.2,-1.2,-4.4,-0.1
433,Brad Wanamaker,PG,32,TOT,23,320,7.5,0.472,0.221,0.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,,-0.1,0.1,0,0.004,,-5.3,-0.5,-5.8,-0.3
434,Charlie Brown Jr.,SG,24,TOT,22,177,6.5,0.346,0.308,0.256,9,11.2,10.1,4.5,2.8,2,10.3,12.3,,-0.2,0.2,0,0.012,,-5.2,0.4,-4.8,-0.1
435,David Duke Jr.,PG,22,BRK,22,341,10,0.444,0.343,0.194,9.8,11.5,10.7,6.6,2,1.8,7.1,15.9,,0,0.3,0.3,0.048,,-3,-0.9,-3.9,-0.2
436,Jalen Johnson,PF,20,ATL,22,120,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17,19.3,,-0.1,0.1,0,0.013,,-3.9,-1.1,-4.9,-0.1
437,Olivier Sarr,C,22,OKC,22,421,14,0.672,0.287,0.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,,0.7,0.3,1,0.116,,-2.7,-1.3,-4,-0.2
438,Isaiah Thomas,PG,32,TOT,22,333,12,0.516,0.497,0.156,1.3,8.1,4.6,15.7,1,1.4,7.8,24.8,,0,0.1,0.2,0.026,,-1.9,-2.6,-4.5,-0.2
439,Goran Dragić,PG,35,TOT,21,498,10,0.474,0.417,0.219,2.9,11.3,7.1,22.9,1.9,0.7,17,17.2,,-0.1,0.4,0.4,0.034,,-2.8,-0.4,-3.3,-0.2
440,Kai Jones,C,21,CHO,21,63,9.2,0.628,0.143,0.571,5,13.7,9.2,8.6,0.8,3,25.5,15.9,,0,0,0,0.009,,-5.2,-1.4,-6.6,-0.1
441,KZ Okpala,PF,22,MIA,21,244,10.4,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3,6.3,14.4,,0.2,0.3,0.5,0.097,,-3.2,0.4,-2.8,-0.1
442,Willie Cauley-Stein,C,28,TOT,20,183,8.3,0.474,0.057,0.057,7.9,16.4,12.2,7.5,1.7,1.5,16.3,10.6,,0,0.3,0.2,0.066,,-4.1,1.1,-3,0
443,Tyler Cook,PF,24,CHI,20,200,13,0.643,0,0.842,9.1,20.7,14.9,2,1,1.7,11.8,13,,0.4,0.2,0.5,0.127,,-3,-1.1,-4.1,-0.1
444,Kyle Guy,SG,24,MIA,19,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,,-0.1,0.2,0.1,0.035,,-3.1,-0.3,-3.4,-0.1
445,Haywood Highsmith,SF,25,MIA,19,163,7,0.446,0.609,0.109,7.1,10.9,9,5.1,0.6,1.9,5.9,14,,0,0.2,0.1,0.041,,-3.3,-1.3,-4.6,-0.1
446,Malcolm Hill,SF-SG,26,TOT,19,212,12.7,0.619,0.692,0.269,5.8,12.6,9.2,5,1.6,1.2,4.9,12.7,,0.4,0.2,0.6,0.126,,-1.1,-0.5,-1.6,0
447,Isaiah Livers,SF,23,DET,19,383,11.1,0.629,0.711,0.156,4,12.5,8,8,1.7,1.6,13.5,12.4,,0.4,0.3,0.7,0.085,,-1.3,-0.2,-1.5,0
448,Theo Pinson,SF,26,DAL,19,148,11.9,0.553,0.769,0.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,,0.2,0.2,0.4,0.122,,-1.5,1,-0.5,0.1
449,Jahmi'us Ramsey,SG,20,SAC,19,134,7.9,0.468,0.31,0.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.2,,-0.1,0,-0.1,-0.047,,-3.5,-3.4,-6.9,-0.2
450,Lindell Wigginton,PG,23,MIL,19,199,10.2,0.524,0.426,0.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19,,0,0.1,0.2,0.044,,-3.2,-1.9,-5,-0.2
451,PJ Dozier,SG,25,DEN,18,340,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11,15.2,,-0.1,0.4,0.3,0.038,,-3,1,-2,0
452,Markelle Fultz,PG,23,ORL,18,360,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,,0,0.4,0.4,0.053,,-0.1,0.4,0.2,0.2
453,Jay Scrubb,SG,21,LAC,18,121,9.3,0.486,0.457,0.217,1.8,11.9,7,9.7,1.6,2.1,12.2,20.8,,-0.1,0.1,0,0.002,,-4.4,-0.4,-4.8,-0.1
454,Udoka Azubuike,C,22,UTA,17,195,17.6,0.743,0,0.224,10.5,28.8,19.9,0,0.3,5,18.2,14.7,,0.3,0.3,0.6,0.157,,-1.8,0.4,-1.4,0
455,Alfonzo McKinnie,SF,29,CHI,17,206,5.6,0.457,0.443,0.131,7.1,10.9,9,3.2,0.5,1.3,9.8,15.3,,-0.2,0.1,-0.1,-0.015,,-5.6,-3.4,-9,-0.4
456,Markieff Morris,PF,32,MIA,17,298,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1,0.4,14.5,20.6,,0,0.3,0.3,0.054,,-1.5,-0.4,-1.9,0
457,Mychal Mulder,PG,27,TOT,17,239,3.7,0.438,0.701,0.052,0.9,9.8,5.3,3,0.8,0.8,9.2,15.8,,-0.4,0.1,-0.2,-0.05,,-5.9,-1.8,-7.7,-0.3
458,Javonte Smart,PG,22,TOT,17,200,5.1,0.407,0.45,0.1,2.7,10,6.5,10.4,1.5,1.5,14.9,15.9,,-0.3,0.2,-0.2,-0.038,,-5.9,-0.8,-6.6,-0.2
459,Patrick Williams,PF,20,CHI,17,422,12.7,0.637,0.284,0.402,4.6,13.8,9.2,4.8,1,1.8,11.8,14.2,,0.6,0.3,0.9,0.099,,-0.9,-0.7,-1.5,0
460,Justin Anderson,SF,28,TOT,16,316,10.4,0.493,0.621,0.2,1.4,15,8.1,14.2,1.2,1.7,7.2,15.1,,0.2,0.2,0.4,0.054,,-1.9,-1.3,-3.2,-0.1
461,Miye Oni,SG,24,UTA,16,44,0.4,0.265,0.889,0.111,2.6,14.4,8.7,14.2,0,0,9.6,10.3,,-0.1,0,0,-0.032,,-7.6,-0.3,-7.9,-0.1
462,Isaac Bonga,SF,22,TOR,15,69,8.7,0.363,0.308,0.615,6,5,5.5,7.3,5.8,2.8,10.8,11.5,,-0.1,0.1,0.1,0.06,,-5.4,5,-0.4,0
463,Devontae Cacok,PF,25,SAS,15,121,20.2,0.675,0,0.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,,0.3,0.3,0.5,0.206,,0.7,3.5,4.2,0.2
464,Vlatko Čančar,PF,24,DEN,15,176,12.7,0.657,0.293,0.341,5.2,14.1,9.8,13.2,0.6,1.5,16,14,,0.3,0.1,0.4,0.114,,-0.9,-0.9,-1.7,0
465,Malik Fitts,PF,24,TOT,15,63,10.7,0.553,0.526,0,3.5,25.2,14.7,12.7,0,0,9.5,14.6,,0.1,0.1,0.1,0.097,,-0.6,-0.5,-1.1,0
466,Luke Kornet,C,26,TOT,15,103,16.6,0.506,0.185,0.222,14,16.4,15.2,12.4,1.4,2.6,0,12.7,,0.2,0.2,0.4,0.194,,-0.9,0.4,-0.5,0
467,Bol Bol,PF,22,DEN,14,81,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12,18,,0,0.1,0.1,0.065,,-0.5,-0.4,-1,0
468,Kris Dunn,PG,27,POR,14,336,12.5,0.482,0.108,0.176,2.8,13.6,8,35.1,3.3,0.9,22.5,18.3,,-0.1,0.3,0.2,0.024,,-4.6,-0.8,-5.4,-0.3
469,Joe Harris,SF,30,BRK,14,423,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,,0.3,0.2,0.5,0.06,,-0.9,-0.5,-1.4,0.1
470,Greg Monroe,C,31,TOT,14,195,19.5,0.566,0,0.404,16.9,18.8,17.7,16.2,2,4.8,15.2,17.3,,0.4,0.3,0.7,0.169,,-0.3,0.7,0.4,0.1
471,Abdel Nader,SF,28,PHO,14,145,4.9,0.431,0.4,0.286,3,16.6,10,5.9,2.7,2.5,21.8,15,,-0.3,0.3,0,-0.009,,-7.1,2.2,-5,-0.1
472,RJ Nembhard Jr.,SG,22,CLE,14,63,8,0.38,0.111,0.222,5.4,6.9,6.1,26.1,0.8,0,13.2,16,,0,0,0,0.01,,-4.4,-1.5,-5.9,-0.1
473,Neemias Queta,C,22,SAC,14,120,12.7,0.495,0,0.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,,0,0.1,0.1,0.051,,-4.1,-1,-5.1,-0.1
474,Sharife Cooper,PG,20,ATL,13,39,-5.4,0.25,0.429,0,0,14,7,16.3,0,0,26.3,21.3,,-0.2,0,-0.2,-0.297,,-11.3,-5,-16.3,-0.1
475,Petr Cornelie,PF,26,DEN,13,38,9.6,0.418,0.533,0.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24,,-0.1,0,0,-0.015,,-6.1,-2.7,-8.8,-0.1
476,Mamadi Diakite,PF,25,OKC,13,188,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,,0.1,0.3,0.3,0.08,,-5.9,0.9,-5,-0.1
477,Udonis Haslem,C,41,MIA,13,83,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20,,-0.1,0.1,0.1,0.033,,-6.4,-0.7,-7.1,-0.1
478,Solomon Hill,PF,30,ATL,13,139,3.3,0.2,0.65,0,4.8,13.3,9.1,10.3,1.4,1.3,4.8,6.6,,-0.1,0.1,0,-0.006,,-5.1,1.2,-4,-0.1
479,Georgios Kalaitzakis,SF,23,TOT,13,214,8.6,0.536,0.388,0.448,3,7.3,5.1,8.8,2.5,0.9,20,20.2,,-0.3,0.2,-0.1,-0.024,,-5.1,-1.9,-7,-0.3
480,Brook Lopez,C,33,MIL,13,298,16,0.57,0.405,0.176,6.9,11.9,9.4,3,1.3,4.8,7.8,21.9,,0.3,0.3,0.7,0.108,,-0.7,-0.7,-1.3,0.1
481,Jamorko Pickett,PF,24,DET,13,176,7.6,0.491,0.78,0.04,3.5,16.8,9.8,5.8,0,3.6,8.9,13.6,,0,0.1,0.1,0.015,,-2.8,-2.1,-5,-0.1
482,Tim Frazier,PG,31,TOT,12,208,3.3,0.398,0.378,0.2,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,,-0.3,0.1,-0.2,-0.046,,-6.8,-1.8,-8.6,-0.3
483,Marcus Garrett,SG,23,MIA,12,128,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7,2,2.5,7.9,8.8,,-0.1,0.2,0.1,0.032,,-6.4,1,-5.4,-0.1
484,Jabari Parker,PF,26,BOS,12,112,14.8,0.632,0.421,0.237,5,21.7,13.5,7.9,1.8,0.8,16,19.6,,0.1,0.2,0.3,0.141,,-0.4,1.1,0.7,0.1
485,Yves Pons,SF,22,MEM,12,71,5.9,0.385,0.563,0.125,7.2,10.6,8.8,1.7,0.7,5,5.6,10.3,,0,0.1,0,0.03,,-4.9,-1.7,-6.6,-0.1
486,Brodric Thomas,SG,25,BOS,12,60,10,0.52,0.5,0.278,3.7,14.1,9,26,0.8,1.5,22.9,19.2,,0,0.1,0.1,0.052,,-3.6,0.8,-2.8,0
487,Isaiah Todd,PF,20,WAS,12,74,4.7,0.349,0.615,0.231,4.6,13.3,9,7.3,2.7,2.3,12.3,19.6,,-0.2,0.1,-0.2,-0.104,,-5.7,-1.2,-6.9,-0.1
488,Robert Woodard II,SF,22,SAC,12,42,2.1,0.207,0.25,0.125,12.8,15.7,14.3,9,1.1,2.1,5.6,18.3,,-0.2,0,-0.1,-0.147,,-6.8,-3.6,-10.4,-0.1
489,Devon Dotson,PG,22,CHI,11,85,9.8,0.538,0.391,0.391,1.3,10.5,6,23.9,0.6,0,15.6,16.6,,0.1,0,0.1,0.048,,-3.4,-1.5,-4.9,-0.1
490,Tacko Fall,C,26,CLE,11,59,11.3,0.398,0,0.583,13.4,29.4,21.6,4.6,0,9.1,16.6,13.6,,-0.1,0.1,0.1,0.043,,-4.1,0.8,-3.4,0
491,Braxton Key,SF,24,TOT,11,197,13.7,0.508,0.292,0.181,6.8,21.4,13.7,8.9,2.5,5,12.4,19.4,,-0.1,0.3,0.2,0.052,,-3.8,0.6,-3.3,-0.1
492,Myles Powell,PG,24,PHI,11,52,0.2,0.364,0.353,0.118,2.2,10.6,6.4,8,1,0,14.4,18,,-0.2,0,-0.1,-0.109,,-10.5,-2.2,-12.7,-0.1
493,Collin Sexton,SG,23,CLE,11,316,11.2,0.523,0.298,0.258,4.6,7.9,6.3,11.9,1.6,0,15.6,27.9,,-0.4,0.3,-0.1,-0.009,,-3.5,-0.6,-4.1,-0.2
494,Quinndary Weatherspoon,SG,25,GSW,11,73,12,0.647,0.238,0.238,3.1,17.4,10.5,10.1,0.7,1.3,11.5,15.7,,0.1,0.1,0.2,0.148,,-4.5,0.1,-4.4,0
495,Ryan Arcidiacono,PG,27,NYK,10,76,6.1,0.667,0.75,0,0,11.5,5.7,7.5,0.7,0,20,8.6,,0,0.1,0.1,0.052,,-4.6,0,-4.6,-0.1
496,Louis King,SF,22,SAC,10,104,8.1,0.438,0.574,0.213,0,12.7,6.3,12.5,0.9,0.8,0,21.2,,0,0,0,0,,-3,-1.6,-4.6,-0.1
497,Xavier Moon,SG,27,LAC,10,137,16.2,0.545,0.275,0.098,1.6,9,5.4,27,2.5,1.9,10.1,19,,0.2,0.2,0.3,0.121,,-1.1,1,-0.1,0.1
498,Reggie Perry,PF,21,TOT,10,187,15.6,0.537,0.203,0.19,8.5,19.5,13.8,11.1,2.4,3.2,11.4,22.4,,0.1,0.2,0.2,0.058,,-3.1,-1,-4.1,-0.1
499,Trevelin Queen,SG,24,HOU,10,74,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,,0.1,0.1,0.1,0.08,,2.7,-0.8,1.9,0.1
500,Chris Silva,PF,25,TOT,10,91,11.6,0.641,0,0.8,16.5,28.2,22.4,10.6,0,1.2,28.3,13.8,,0.1,0.1,0.3,0.137,,-5,0.1,-4.9,-0.1
